Token<Keyword : "namespace", Line: 12, Char: 0>
Token<Symbol : "\", Line: 260, Char: 309815376>
Token<Symbol : ")", Line: 260, Char: 309815376>
Token<Symbol : ";", Line: 260, Char: 309815376>
Token<Symbol : "}", Line: 261, Char: 309815376>
Token<Keyword : "axiom", Line: 263, Char: 0>
Token<Identifier : "WF_or", Line: 264, Char: 0>
Token<Symbol : "(", Line: 264, Char: 309815376>
Token<Identifier : "phi", Line: 264, Char: 0>
Token<Symbol : ",", Line: 264, Char: 309815376>
Token<Identifier : "psi", Line: 264, Char: 0>
Token<Symbol : ")", Line: 264, Char: 309815376>
Token<Symbol : "{", Line: 265, Char: 309815376>
Token<Keyword : "assume", Line: 266, Char: 0>
Token<Identifier : "is_formula", Line: 266, Char: 0>
Token<Symbol : "(", Line: 266, Char: 309815376>
Token<Symbol : "\", Line: 266, Char: 309815376>
Token<Symbol : "$", Line: 266, Char: 309815376>
Token<Identifier : "phi", Line: 266, Char: 0>
Token<Symbol : "\", Line: 266, Char: 309815376>
Token<Symbol : ")", Line: 266, Char: 309815376>
Token<Symbol : ";", Line: 266, Char: 309815376>
Token<Keyword : "assume", Line: 267, Char: 0>
Token<Identifier : "is_formula", Line: 267, Char: 0>
Token<Symbol : "(", Line: 267, Char: 309815376>
Token<Symbol : "\", Line: 267, Char: 309815376>
Token<Symbol : "$", Line: 267, Char: 309815376>
Token<Identifier : "psi", Line: 267, Char: 0>
Token<Symbol : "\", Line: 267, Char: 309815376>
Token<Symbol : ")", Line: 267, Char: 309815376>
Token<Symbol : ";", Line: 267, Char: 309815376>
Token<Keyword : "infer", Line: 269, Char: 0>
Token<Identifier : "is_formula", Line: 269, Char: 0>
Token<Symbol : "(", Line: 269, Char: 309815376>
Token<Symbol : "\", Line: 269, Char: 309815376>
Token<Symbol : "(", Line: 269, Char: 309815376>
Token<Symbol : "$", Line: 269, Char: 309815376>
Token<Identifier : "phi", Line: 269, Char: 0>
Token<Identifier : "or", Line: 269, Char: 0>
Token<Symbol : "$", Line: 269, Char: 309815376>
Token<Identifier : "psi", Line: 269, Char: 0>
Token<Symbol : ")", Line: 269, Char: 309815376>
Token<Symbol : "\", Line: 269, Char: 309815376>
Token<Symbol : ")", Line: 269, Char: 309815376>
Token<Symbol : ";", Line: 269, Char: 309815376>
Token<Symbol : "}", Line: 270, Char: 309815376>
Token<Keyword : "axiom", Line: 272, Char: 0>
Token<Identifier : "_D_or", Line: 273, Char: 0>
Token<Symbol : "(", Line: 273, Char: 309815376>
Token<Identifier : "phi", Line: 273, Char: 0>
Token<Symbol : ",", Line: 273, Char: 309815376>
Token<Identifier : "psi", Line: 273, Char: 0>
Token<Symbol : ")", Line: 273, Char: 309815376>
Token<Symbol : "{", Line: 274, Char: 309815376>
Token<Keyword : "assume", Line: 275, Char: 0>
Token<Identifier : "is_formula", Line: 275, Char: 0>
Token<Symbol : "(", Line: 275, Char: 309815376>
Token<Symbol : "\", Line: 275, Char: 309815376>
Token<Symbol : "$", Line: 275, Char: 309815376>
Token<Identifier : "phi", Line: 275, Char: 0>
Token<Symbol : "\", Line: 275, Char: 309815376>
Token<Symbol : ")", Line: 275, Char: 309815376>
Token<Symbol : ";", Line: 275, Char: 309815376>
Token<Keyword : "assume", Line: 276, Char: 0>
Token<Identifier : "is_formula", Line: 276, Char: 0>
Token<Symbol : "(", Line: 276, Char: 309815376>
Token<Symbol : "\", Line: 276, Char: 309815376>
Token<Symbol : "$", Line: 276, Char: 309815376>
Token<Identifier : "psi", Line: 276, Char: 0>
Token<Symbol : "\", Line: 276, Char: 309815376>
Token<Symbol : ")", Line: 276, Char: 309815376>
Token<Symbol : ";", Line: 276, Char: 309815376>
Token<Keyword : "infer", Line: 278, Char: 0>
Token<Identifier : "has_proof", Line: 278, Char: 0>
Token<Symbol : "(", Line: 278, Char: 309815376>
Token<Symbol : "\", Line: 278, Char: 309815376>
Token<Symbol : "(", Line: 278, Char: 309815376>
Token<Symbol : "(", Line: 278, Char: 309815376>
Token<Symbol : "$", Line: 278, Char: 309815376>
Token<Identifier : "phi", Line: 278, Char: 0>
Token<Identifier : "or", Line: 278, Char: 0>
Token<Symbol : "$", Line: 278, Char: 309815376>
Token<Identifier : "psi", Line: 278, Char: 0>
Token<Symbol : ")", Line: 278, Char: 309815376>
Token<Identifier : "iff", Line: 278, Char: 0>
Token<Symbol : "(", Line: 278, Char: 309815376>
Token<Identifier : "not", Line: 278, Char: 0>
Token<Symbol : "$", Line: 278, Char: 309815376>
Token<Identifier : "phi", Line: 278, Char: 0>
Token<Identifier : "implies", Line: 278, Char: 0>
Token<Symbol : "$", Line: 278, Char: 309815376>
Token<Identifier : "psi", Line: 278, Char: 0>
Token<Symbol : ")", Line: 278, Char: 309815376>
Token<Symbol : ")", Line: 278, Char: 309815376>
Token<Symbol : "\", Line: 278, Char: 309815376>
Token<Symbol : ")", Line: 278, Char: 309815376>
Token<Symbol : ";", Line: 278, Char: 309815376>
Token<Symbol : "}", Line: 279, Char: 309815376>
Token<Keyword : "theorem", Line: 281, Char: 0>
Token<Identifier : "D_or", Line: 282, Char: 0>
Token<Symbol : "(", Line: 282, Char: 309815376>
Token<Identifier : "phi", Line: 282, Char: 0>
Token<Symbol : ",", Line: 282, Char: 309815376>
Token<Identifier : "psi", Line: 282, Char: 0>
Token<Symbol : ")", Line: 282, Char: 309815376>
Token<Symbol : "{", Line: 283, Char: 309815376>
Token<Keyword : "assume", Line: 284, Char: 0>
Token<Identifier : "is_formula", Line: 284, Char: 0>
Token<Symbol : "(", Line: 284, Char: 309815376>
Token<Symbol : "\", Line: 284, Char: 309815376>
Token<Symbol : "$", Line: 284, Char: 309815376>
Token<Identifier : "phi", Line: 284, Char: 0>
Token<Symbol : "\", Line: 284, Char: 309815376>
Token<Symbol : ")", Line: 284, Char: 309815376>
Token<Symbol : ";", Line: 284, Char: 309815376>
Token<Keyword : "assume", Line: 285, Char: 0>
Token<Identifier : "is_formula", Line: 285, Char: 0>
Token<Symbol : "(", Line: 285, Char: 309815376>
Token<Symbol : "\", Line: 285, Char: 309815376>
Token<Symbol : "$", Line: 285, Char: 309815376>
Token<Identifier : "psi", Line: 285, Char: 0>
Token<Symbol : "\", Line: 285, Char: 309815376>
Token<Symbol : ")", Line: 285, Char: 309815376>
Token<Symbol : ";", Line: 285, Char: 309815376>
Token<Keyword : "infer", Line: 287, Char: 0>
Token<Identifier : "has_proof", Line: 287, Char: 0>
Token<Symbol : "(", Line: 287, Char: 309815376>
Token<Symbol : "\", Line: 287, Char: 309815376>
Token<Symbol : "(", Line: 287, Char: 309815376>
Token<Symbol : "(", Line: 287, Char: 309815376>
Token<Symbol : "$", Line: 287, Char: 309815376>
Token<Identifier : "phi", Line: 287, Char: 0>
Token<Identifier : "or", Line: 287, Char: 0>
Token<Symbol : "$", Line: 287, Char: 309815376>
Token<Identifier : "psi", Line: 287, Char: 0>
Token<Symbol : ")", Line: 287, Char: 309815376>
Token<Identifier : "iff", Line: 287, Char: 0>
Token<Symbol : "(", Line: 287, Char: 309815376>
Token<Identifier : "not", Line: 287, Char: 0>
Token<Symbol : "$", Line: 287, Char: 309815376>
Token<Identifier : "phi", Line: 287, Char: 0>
Token<Identifier : "implies", Line: 287, Char: 0>
Token<Symbol : "$", Line: 287, Char: 309815376>
Token<Identifier : "psi", Line: 287, Char: 0>
Token<Symbol : ")", Line: 287, Char: 309815376>
Token<Symbol : ")", Line: 287, Char: 309815376>
Token<Symbol : "\", Line: 287, Char: 309815376>
Token<Symbol : ")", Line: 287, Char: 309815376>
Token<Symbol : ";", Line: 287, Char: 309815376>
Token<Keyword : "infer", Line: 288, Char: 0>
Token<Identifier : "is_formula", Line: 288, Char: 0>
Token<Symbol : "(", Line: 288, Char: 309815376>
Token<Symbol : "\", Line: 288, Char: 309815376>
Token<Symbol : "(", Line: 288, Char: 309815376>
Token<Symbol : "$", Line: 288, Char: 309815376>
Token<Identifier : "phi", Line: 288, Char: 0>
Token<Identifier : "or", Line: 288, Char: 0>
Token<Symbol : "$", Line: 288, Char: 309815376>
Token<Identifier : "psi", Line: 288, Char: 0>
Token<Symbol : ")", Line: 288, Char: 309815376>
Token<Symbol : "\", Line: 288, Char: 309815376>
Token<Symbol : ")", Line: 288, Char: 309815376>
Token<Symbol : ";", Line: 288, Char: 309815376>
Token<Keyword : "infer", Line: 289, Char: 0>
Token<Identifier : "is_formula", Line: 289, Char: 0>
Token<Symbol : "(", Line: 289, Char: 309815376>
Token<Symbol : "\", Line: 289, Char: 309815376>
Token<Identifier : "not", Line: 289, Char: 0>
Token<Symbol : "$", Line: 289, Char: 309815376>
Token<Identifier : "phi", Line: 289, Char: 0>
Token<Symbol : "\", Line: 289, Char: 309815376>
Token<Symbol : ")", Line: 289, Char: 309815376>
Token<Symbol : ";", Line: 289, Char: 309815376>
Token<Keyword : "infer", Line: 290, Char: 0>
Token<Identifier : "is_formula", Line: 290, Char: 0>
Token<Symbol : "(", Line: 290, Char: 309815376>
Token<Symbol : "\", Line: 290, Char: 309815376>
Token<Symbol : "(", Line: 290, Char: 309815376>
Token<Identifier : "not", Line: 290, Char: 0>
Token<Symbol : "$", Line: 290, Char: 309815376>
Token<Identifier : "phi", Line: 290, Char: 0>
Token<Identifier : "implies", Line: 290, Char: 0>
Token<Symbol : "$", Line: 290, Char: 309815376>
Token<Identifier : "psi", Line: 290, Char: 0>
Token<Symbol : ")", Line: 290, Char: 309815376>
Token<Symbol : "\", Line: 290, Char: 309815376>
Token<Symbol : ")", Line: 290, Char: 309815376>
Token<Symbol : ";", Line: 290, Char: 309815376>
Token<Keyword : "infer", Line: 291, Char: 0>
Token<Identifier : "is_formula", Line: 291, Char: 0>
Token<Symbol : "(", Line: 291, Char: 309815376>
Token<Symbol : "\", Line: 291, Char: 309815376>
Token<Symbol : "(", Line: 291, Char: 309815376>
Token<Symbol : "(", Line: 291, Char: 309815376>
Token<Symbol : "$", Line: 291, Char: 309815376>
Token<Identifier : "phi", Line: 291, Char: 0>
Token<Identifier : "or", Line: 291, Char: 0>
Token<Symbol : "$", Line: 291, Char: 309815376>
Token<Identifier : "psi", Line: 291, Char: 0>
Token<Symbol : ")", Line: 291, Char: 309815376>
Token<Identifier : "iff", Line: 291, Char: 0>
Token<Symbol : "(", Line: 291, Char: 309815376>
Token<Identifier : "not", Line: 291, Char: 0>
Token<Symbol : "$", Line: 291, Char: 309815376>
Token<Identifier : "phi", Line: 291, Char: 0>
Token<Identifier : "implies", Line: 291, Char: 0>
Token<Symbol : "$", Line: 291, Char: 309815376>
Token<Identifier : "psi", Line: 291, Char: 0>
Token<Symbol : ")", Line: 291, Char: 309815376>
Token<Symbol : ")", Line: 291, Char: 309815376>
Token<Symbol : "\", Line: 291, Char: 309815376>
Token<Symbol : ")", Line: 291, Char: 309815376>
Token<Symbol : ";", Line: 291, Char: 309815376>
Token<Keyword : "step", Line: 293, Char: 0>
Token<Identifier : "_D_or", Line: 293, Char: 0>
Token<Symbol : "(", Line: 293, Char: 309815376>
Token<Symbol : "\", Line: 293, Char: 309815376>
Token<Symbol : "$", Line: 293, Char: 309815376>
Token<Identifier : "phi", Line: 293, Char: 0>
Token<Symbol : "\", Line: 293, Char: 309815376>
Token<Symbol : ",", Line: 293, Char: 309815376>
Token<Symbol : "\", Line: 293, Char: 309815376>
Token<Symbol : "$", Line: 293, Char: 309815376>
Token<Identifier : "psi", Line: 293, Char: 0>
Token<Symbol : "\", Line: 293, Char: 309815376>
Token<Symbol : ")", Line: 293, Char: 309815376>
Token<Symbol : ";", Line: 293, Char: 309815376>
Token<Keyword : "step", Line: 294, Char: 0>
Token<Identifier : "WF_or", Line: 294, Char: 0>
Token<Symbol : "(", Line: 294, Char: 309815376>
Token<Symbol : "\", Line: 294, Char: 309815376>
Token<Symbol : "$", Line: 294, Char: 309815376>
Token<Identifier : "phi", Line: 294, Char: 0>
Token<Symbol : "\", Line: 294, Char: 309815376>
Token<Symbol : ",", Line: 294, Char: 309815376>
Token<Symbol : "\", Line: 294, Char: 309815376>
Token<Symbol : "$", Line: 294, Char: 309815376>
Token<Identifier : "psi", Line: 294, Char: 0>
Token<Symbol : "\", Line: 294, Char: 309815376>
Token<Symbol : ")", Line: 294, Char: 309815376>
Token<Symbol : ";", Line: 294, Char: 309815376>
Token<Keyword : "step", Line: 295, Char: 0>
Token<Identifier : "WF_negation", Line: 295, Char: 0>
Token<Symbol : "(", Line: 295, Char: 309815376>
Token<Symbol : "\", Line: 295, Char: 309815376>
Token<Symbol : "$", Line: 295, Char: 309815376>
Token<Identifier : "phi", Line: 295, Char: 0>
Token<Symbol : "\", Line: 295, Char: 309815376>
Token<Symbol : ")", Line: 295, Char: 309815376>
Token<Symbol : ";", Line: 295, Char: 309815376>
Token<Keyword : "step", Line: 296, Char: 0>
Token<Identifier : "WF_implication", Line: 296, Char: 0>
Token<Symbol : "(", Line: 296, Char: 309815376>
Token<Symbol : "\", Line: 296, Char: 309815376>
Token<Identifier : "not", Line: 296, Char: 0>
Token<Symbol : "$", Line: 296, Char: 309815376>
Token<Identifier : "phi", Line: 296, Char: 0>
Token<Symbol : "\", Line: 296, Char: 309815376>
Token<Symbol : ",", Line: 296, Char: 309815376>
Token<Symbol : "\", Line: 296, Char: 309815376>
Token<Symbol : "$", Line: 296, Char: 309815376>
Token<Identifier : "psi", Line: 296, Char: 0>
Token<Symbol : "\", Line: 296, Char: 309815376>
Token<Symbol : ")", Line: 296, Char: 309815376>
Token<Symbol : ";", Line: 296, Char: 309815376>
Token<Keyword : "step", Line: 297, Char: 0>
Token<Identifier : "WF_biconditional", Line: 297, Char: 0>
Token<Symbol : "(", Line: 297, Char: 309815376>
Token<Symbol : "\", Line: 297, Char: 309815376>
Token<Symbol : "(", Line: 297, Char: 309815376>
Token<Symbol : "$", Line: 297, Char: 309815376>
Token<Identifier : "phi", Line: 297, Char: 0>
Token<Identifier : "or", Line: 297, Char: 0>
Token<Symbol : "$", Line: 297, Char: 309815376>
Token<Identifier : "psi", Line: 297, Char: 0>
Token<Symbol : ")", Line: 297, Char: 309815376>
Token<Symbol : "\", Line: 297, Char: 309815376>
Token<Symbol : ",", Line: 297, Char: 309815376>
Token<Symbol : "\", Line: 297, Char: 309815376>
Token<Symbol : "(", Line: 297, Char: 309815376>
Token<Identifier : "not", Line: 297, Char: 0>
Token<Symbol : "$", Line: 297, Char: 309815376>
Token<Identifier : "phi", Line: 297, Char: 0>
Token<Identifier : "implies", Line: 297, Char: 0>
Token<Symbol : "$", Line: 297, Char: 309815376>
Token<Identifier : "psi", Line: 297, Char: 0>
Token<Symbol : ")", Line: 297, Char: 309815376>
Token<Symbol : "\", Line: 297, Char: 309815376>
Token<Symbol : ")", Line: 297, Char: 309815376>
Token<Symbol : ";", Line: 297, Char: 309815376>
Token<Symbol : "}", Line: 298, Char: 309815376>
Token<Symbol : "}", Line: 299, Char: 309815376>
Token<Keyword : "namespace", Line: 310, Char: 0>
Token<Identifier : "pred", Line: 311, Char: 0>
Token<Symbol : "{", Line: 312, Char: 309815376>
Token<Keyword : "import", Line: 313, Char: 0>
Token<Identifier : "prop", Line: 313, Char: 0>
Token<Symbol : ";", Line: 313, Char: 309815376>
Token<Keyword : "judgement", Line: 315, Char: 0>
Token<Identifier : "is_term", Line: 316, Char: 0>
Token<Symbol : "(", Line: 316, Char: 309815376>
Token<Identifier : "t", Line: 316, Char: 0>
Token<Symbol : ")", Line: 316, Char: 309815376>
Token<Symbol : ";", Line: 316, Char: 309815376>
Token<Keyword : "judgement", Line: 318, Char: 0>
Token<Identifier : "is_variable", Line: 319, Char: 0>
Token<Symbol : "(", Line: 319, Char: 309815376>
Token<Identifier : "x", Line: 319, Char: 0>
Token<Symbol : ")", Line: 319, Char: 309815376>
Token<Symbol : ";", Line: 319, Char: 309815376>
Token<Keyword : "axiom", Line: 321, Char: 0>
Token<Identifier : "variables_are_terms", Line: 322, Char: 0>
Token<Symbol : "(", Line: 322, Char: 309815376>
Token<Identifier : "x", Line: 322, Char: 0>
Token<Symbol : ")", Line: 322, Char: 309815376>
Token<Symbol : "{", Line: 323, Char: 309815376>
Token<Keyword : "assume", Line: 324, Char: 0>
Token<Identifier : "is_variable", Line: 324, Char: 0>
Token<Symbol : "(", Line: 324, Char: 309815376>
Token<Symbol : "\", Line: 324, Char: 309815376>
Token<Symbol : "$", Line: 324, Char: 309815376>
Token<Identifier : "x", Line: 324, Char: 0>
Token<Symbol : "\", Line: 324, Char: 309815376>
Token<Symbol : ")", Line: 324, Char: 309815376>
Token<Symbol : ";", Line: 324, Char: 309815376>
Token<Keyword : "infer", Line: 326, Char: 0>
Token<Identifier : "is_term", Line: 326, Char: 0>
Token<Symbol : "(", Line: 326, Char: 309815376>
Token<Symbol : "\", Line: 326, Char: 309815376>
Token<Symbol : "$", Line: 326, Char: 309815376>
Token<Identifier : "x", Line: 326, Char: 0>
Token<Symbol : "\", Line: 326, Char: 309815376>
Token<Symbol : ")", Line: 326, Char: 309815376>
Token<Symbol : ";", Line: 326, Char: 309815376>
Token<Symbol : "}", Line: 327, Char: 309815376>
Token<Keyword : "axiom", Line: 329, Char: 0>
Token<Identifier : "universal_quantification", Line: 330, Char: 0>
Token<Symbol : "(", Line: 330, Char: 309815376>
Token<Identifier : "x", Line: 330, Char: 0>
Token<Symbol : ",", Line: 330, Char: 309815376>
Token<Identifier : "phi", Line: 330, Char: 0>
Token<Symbol : ")", Line: 330, Char: 309815376>
Token<Symbol : "{", Line: 331, Char: 309815376>
Token<Keyword : "assume", Line: 332, Char: 0>
Token<Identifier : "is_variable", Line: 332, Char: 0>
Token<Symbol : "(", Line: 332, Char: 309815376>
Token<Symbol : "\", Line: 332, Char: 309815376>
Token<Symbol : "$", Line: 332, Char: 309815376>
Token<Identifier : "x", Line: 332, Char: 0>
Token<Symbol : "\", Line: 332, Char: 309815376>
Token<Symbol : ")", Line: 332, Char: 309815376>
Token<Symbol : ";", Line: 332, Char: 309815376>
Token<Keyword : "assume", Line: 333, Char: 0>
Token<Identifier : "is_formula", Line: 333, Char: 0>
Token<Symbol : "(", Line: 333, Char: 309815376>
Token<Symbol : "\", Line: 333, Char: 309815376>
Token<Symbol : "$", Line: 333, Char: 309815376>
Token<Identifier : "phi", Line: 333, Char: 0>
Token<Symbol : "\", Line: 333, Char: 309815376>
Token<Symbol : ")", Line: 333, Char: 309815376>
Token<Symbol : ";", Line: 333, Char: 309815376>
Token<Keyword : "infer", Line: 335, Char: 0>
Token<Identifier : "is_formula", Line: 335, Char: 0>
Token<Symbol : "(", Line: 335, Char: 309815376>
Token<Symbol : "\", Line: 335, Char: 309815376>
Token<Identifier : "any", Line: 335, Char: 0>
Token<Symbol : "$", Line: 335, Char: 309815376>
Token<Identifier : "x", Line: 335, Char: 0>
Token<Symbol : "$", Line: 335, Char: 309815376>
Token<Identifier : "phi", Line: 335, Char: 0>
Token<Symbol : "\", Line: 335, Char: 309815376>
Token<Symbol : ")", Line: 335, Char: 309815376>
Token<Symbol : ";", Line: 335, Char: 309815376>
Token<Symbol : "}", Line: 336, Char: 309815376>
Token<Keyword : "judgement", Line: 338, Char: 0>
Token<Identifier : "bound_in", Line: 339, Char: 0>
Token<Symbol : "(", Line: 339, Char: 309815376>
Token<Identifier : "x", Line: 339, Char: 0>
Token<Symbol : ",", Line: 339, Char: 309815376>
Token<Identifier : "phi", Line: 339, Char: 0>
Token<Symbol : ")", Line: 339, Char: 309815376>
Token<Symbol : ";", Line: 339, Char: 309815376>
Token<Keyword : "judgement", Line: 341, Char: 0>
Token<Identifier : "free_in", Line: 342, Char: 0>
Token<Symbol : "(", Line: 342, Char: 309815376>
Token<Identifier : "x", Line: 342, Char: 0>
Token<Symbol : ",", Line: 342, Char: 309815376>
Token<Identifier : "phi", Line: 342, Char: 0>
Token<Symbol : ")", Line: 342, Char: 309815376>
Token<Symbol : ";", Line: 342, Char: 309815376>
Token<Keyword : "judgement", Line: 344, Char: 0>
Token<Identifier : "is_atomic_formula", Line: 345, Char: 0>
Token<Symbol : "(", Line: 345, Char: 309815376>
Token<Identifier : "phi", Line: 345, Char: 0>
Token<Symbol : ")", Line: 345, Char: 309815376>
Token<Symbol : ";", Line: 345, Char: 309815376>
Token<Keyword : "axiom", Line: 347, Char: 0>
Token<Identifier : "free_atomic", Line: 348, Char: 0>
Token<Symbol : "(", Line: 348, Char: 309815376>
Token<Identifier : "x", Line: 348, Char: 0>
Token<Symbol : ",", Line: 348, Char: 309815376>
Token<Identifier : "phi", Line: 348, Char: 0>
Token<Symbol : ")", Line: 348, Char: 309815376>
Token<Symbol : "{", Line: 349, Char: 309815376>
Token<Keyword : "assume", Line: 350, Char: 0>
Token<Identifier : "is_variable", Line: 350, Char: 0>
Token<Symbol : "(", Line: 350, Char: 309815376>
Token<Symbol : "\", Line: 350, Char: 309815376>
Token<Symbol : "$", Line: 350, Char: 309815376>
Token<Identifier : "x", Line: 350, Char: 0>
Token<Symbol : "\", Line: 350, Char: 309815376>
Token<Symbol : ")", Line: 350, Char: 309815376>
Token<Symbol : ";", Line: 350, Char: 309815376>
Token<Keyword : "assume", Line: 351, Char: 0>
Token<Identifier : "is_atomic_formula", Line: 351, Char: 0>
Token<Symbol : "(", Line: 351, Char: 309815376>
Token<Symbol : "\", Line: 351, Char: 309815376>
Token<Symbol : "$", Line: 351, Char: 309815376>
Token<Identifier : "phi", Line: 351, Char: 0>
Token<Symbol : "\", Line: 351, Char: 309815376>
Token<Symbol : ")", Line: 351, Char: 309815376>
Token<Symbol : ";", Line: 351, Char: 309815376>
Token<Keyword : "assume", Line: 353, Char: 0>
Token<Identifier : "subexpression", Line: 353, Char: 0>
Token<Symbol : "(", Line: 353, Char: 309815376>
Token<Symbol : "\", Line: 353, Char: 309815376>
Token<Symbol : "$", Line: 353, Char: 309815376>
Token<Identifier : "x", Line: 353, Char: 0>
Token<Symbol : "\", Line: 353, Char: 309815376>
Token<Symbol : ",", Line: 353, Char: 309815376>
Token<Symbol : "\", Line: 353, Char: 309815376>
Token<Symbol : "$", Line: 353, Char: 309815376>
Token<Identifier : "phi", Line: 353, Char: 0>
Token<Symbol : "\", Line: 353, Char: 309815376>
Token<Symbol : ")", Line: 353, Char: 309815376>
Token<Symbol : ";", Line: 353, Char: 309815376>
Token<Keyword : "infer", Line: 355, Char: 0>
Token<Identifier : "free_in", Line: 355, Char: 0>
Token<Symbol : "(", Line: 355, Char: 309815376>
Token<Symbol : "\", Line: 355, Char: 309815376>
Token<Symbol : "$", Line: 355, Char: 309815376>
Token<Identifier : "x", Line: 355, Char: 0>
Token<Symbol : "\", Line: 355, Char: 309815376>
Token<Symbol : ",", Line: 355, Char: 309815376>
Token<Symbol : "\", Line: 355, Char: 309815376>
Token<Symbol : "$", Line: 355, Char: 309815376>
Token<Identifier : "phi", Line: 355, Char: 0>
Token<Symbol : "\", Line: 355, Char: 309815376>
Token<Symbol : ")", Line: 355, Char: 309815376>
Token<Symbol : ";", Line: 355, Char: 309815376>
Token<Symbol : "}", Line: 356, Char: 309815376>
Token<Keyword : "axiom", Line: 358, Char: 0>
Token<Identifier : "bound_negation", Line: 359, Char: 0>
Token<Symbol : "(", Line: 359, Char: 309815376>
Token<Identifier : "x", Line: 359, Char: 0>
Token<Symbol : ",", Line: 359, Char: 309815376>
Token<Identifier : "phi", Line: 359, Char: 0>
Token<Symbol : ")", Line: 359, Char: 309815376>
Token<Symbol : "{", Line: 360, Char: 309815376>
Token<Keyword : "assume", Line: 361, Char: 0>
Token<Identifier : "is_variable", Line: 361, Char: 0>
Token<Symbol : "(", Line: 361, Char: 309815376>
Token<Symbol : "\", Line: 361, Char: 309815376>
Token<Symbol : "$", Line: 361, Char: 309815376>
Token<Identifier : "x", Line: 361, Char: 0>
Token<Symbol : "\", Line: 361, Char: 309815376>
Token<Symbol : ")", Line: 361, Char: 309815376>
Token<Symbol : ";", Line: 361, Char: 309815376>
Token<Keyword : "assume", Line: 362, Char: 0>
Token<Identifier : "is_formula", Line: 362, Char: 0>
Token<Symbol : "(", Line: 362, Char: 309815376>
Token<Symbol : "\", Line: 362, Char: 309815376>
Token<Symbol : "$", Line: 362, Char: 309815376>
Token<Identifier : "phi", Line: 362, Char: 0>
Token<Symbol : "\", Line: 362, Char: 309815376>
Token<Symbol : ")", Line: 362, Char: 309815376>
Token<Symbol : ";", Line: 362, Char: 309815376>
Token<Keyword : "assume", Line: 364, Char: 0>
Token<Identifier : "bound_in", Line: 364, Char: 0>
Token<Symbol : "(", Line: 364, Char: 309815376>
Token<Symbol : "\", Line: 364, Char: 309815376>
Token<Symbol : "$", Line: 364, Char: 309815376>
Token<Identifier : "x", Line: 364, Char: 0>
Token<Symbol : "\", Line: 364, Char: 309815376>
Token<Symbol : ",", Line: 364, Char: 309815376>
Token<Symbol : "\", Line: 364, Char: 309815376>
Token<Symbol : "$", Line: 364, Char: 309815376>
Token<Identifier : "phi", Line: 364, Char: 0>
Token<Symbol : "\", Line: 364, Char: 309815376>
Token<Symbol : ")", Line: 364, Char: 309815376>
Token<Symbol : ";", Line: 364, Char: 309815376>
Token<Keyword : "infer", Line: 366, Char: 0>
Token<Identifier : "bound_in", Line: 366, Char: 0>
Token<Symbol : "(", Line: 366, Char: 309815376>
Token<Symbol : "\", Line: 366, Char: 309815376>
Token<Symbol : "$", Line: 366, Char: 309815376>
Token<Identifier : "x", Line: 366, Char: 0>
Token<Symbol : "\", Line: 366, Char: 309815376>
Token<Symbol : ",", Line: 366, Char: 309815376>
Token<Symbol : "\", Line: 366, Char: 309815376>
Token<Identifier : "not", Line: 366, Char: 0>
Token<Symbol : "$", Line: 366, Char: 309815376>
Token<Identifier : "phi", Line: 366, Char: 0>
Token<Symbol : "\", Line: 366, Char: 309815376>
Token<Symbol : ")", Line: 366, Char: 309815376>
Token<Symbol : ";", Line: 366, Char: 309815376>
Token<Symbol : "}", Line: 367, Char: 309815376>
Token<Keyword : "axiom", Line: 369, Char: 0>
Token<Identifier : "free_negation", Line: 370, Char: 0>
Token<Symbol : "(", Line: 370, Char: 309815376>
Token<Identifier : "x", Line: 370, Char: 0>
Token<Symbol : ",", Line: 370, Char: 309815376>
Token<Identifier : "phi", Line: 370, Char: 0>
Token<Symbol : ")", Line: 370, Char: 309815376>
Token<Symbol : "{", Line: 371, Char: 309815376>
Token<Keyword : "assume", Line: 372, Char: 0>
Token<Identifier : "is_variable", Line: 372, Char: 0>
Token<Symbol : "(", Line: 372, Char: 309815376>
Token<Symbol : "\", Line: 372, Char: 309815376>
Token<Symbol : "$", Line: 372, Char: 309815376>
Token<Identifier : "x", Line: 372, Char: 0>
Token<Symbol : "\", Line: 372, Char: 309815376>
Token<Symbol : ")", Line: 372, Char: 309815376>
Token<Symbol : ";", Line: 372, Char: 309815376>
Token<Keyword : "assume", Line: 373, Char: 0>
Token<Identifier : "is_formula", Line: 373, Char: 0>
Token<Symbol : "(", Line: 373, Char: 309815376>
Token<Symbol : "\", Line: 373, Char: 309815376>
Token<Symbol : "$", Line: 373, Char: 309815376>
Token<Identifier : "phi", Line: 373, Char: 0>
Token<Symbol : "\", Line: 373, Char: 309815376>
Token<Symbol : ")", Line: 373, Char: 309815376>
Token<Symbol : ";", Line: 373, Char: 309815376>
Token<Keyword : "assume", Line: 375, Char: 0>
Token<Identifier : "free_in", Line: 375, Char: 0>
Token<Symbol : "(", Line: 375, Char: 309815376>
Token<Symbol : "\", Line: 375, Char: 309815376>
Token<Symbol : "$", Line: 375, Char: 309815376>
Token<Identifier : "x", Line: 375, Char: 0>
Token<Symbol : "\", Line: 375, Char: 309815376>
Token<Symbol : ",", Line: 375, Char: 309815376>
Token<Symbol : "\", Line: 375, Char: 309815376>
Token<Symbol : "$", Line: 375, Char: 309815376>
